iter	Passed	Remaining
0	1	33
1	2	32
2	3	31
3	4	26
4	5	29
5	7	29
6	7	25
7	8	23
8	8	20
9	10	20
10	11	19
11	12	18
12	13	17
13	13	15
14	14	14
15	16	14
16	16	12
17	17	11
18	18	10
19	19	9
20	21	9
21	24	8
22	26	8
23	28	7
24	30	6
25	31	4
26	32	3
27	32	2
28	33	1
29	34	0
